log_id,timestamp,trace_id,src_ip,dst_ip,dst_port,dst_service_name,request_path,http_status,payload_bytes
log-0083,2026-05-18T09:03:00.273,tr-10913,5.188.210.33,10.0.1.12,443,api-gateway,/api/v1/pay,200,3130
log-0006,2026-05-18T09:03:46.045,tr-29211,193.32.127.92,10.0.1.11,443,api-gateway,/metrics,401,259
log-0296,2026-05-18T09:04:00.270,tr-74041,10.0.3.12,10.0.5.11,9200,log-aggregator,/ingest,200,3544
log-0361,2026-05-18T09:04:00.671,tr-18465,10.0.0.1,10.0.4.11,5432,customer-db,/health,200,212
log-0199,2026-05-18T09:05:19.360,tr-15625,10.0.3.12,10.0.4.12,5432,customer-db,UPDATE profile,200,2020
log-0177,2026-05-18T09:05:32.162,tr-78364,198.51.100.77,10.0.1.12,443,api-gateway,/api/v1/login,500,4467
log-0175,2026-05-18T09:05:42.711,tr-42393,5.188.210.33,10.0.1.11,443,api-gateway,/api/v1/profile,404,2754
log-0300,2026-05-18T09:06:09.106,tr-98618,10.0.5.11,10.0.4.12,5432,customer-db,INSERT order,200,16694
log-0262,2026-05-18T09:06:19.930,tr-25948,10.0.1.11,10.0.3.12,8080,order-svc,/orders/update,201,1556
log-0076,2026-05-18T09:06:38.137,tr-66474,203.0.113.45,10.0.1.12,443,api-gateway,/health,401,241
log-0315,2026-05-18T09:06:41.050,tr-13634,10.0.1.11,10.0.5.11,9200,log-aggregator,/bulk,200,2354
log-0017,2026-05-18T09:06:59.034,tr-51166,45.33.32.156,10.0.1.12,443,api-gateway,/metrics,200,300
log-0256,2026-05-18T09:07:07.878,tr-94586,10.0.1.11,10.0.3.12,8080,order-svc,/orders/create,200,5379
log-0169,2026-05-18T09:07:14.469,tr-90498,203.0.113.45,10.0.1.12,443,api-gateway,/health,200,242
log-0335,2026-05-18T09:07:41.246,tr-64313,10.0.0.1,10.0.2.11,8080,auth-service,/health,200,129
log-0374,2026-05-18T09:07:46.356,tr-99538,10.0.0.1,10.0.5.11,9200,log-aggregator,/health,200,113
log-0316,2026-05-18T09:08:33.601,tr-36484,10.0.1.11,10.0.3.11,8080,payment-svc,/pay/refund,200,4540
log-0108,2026-05-18T09:08:34.795,tr-79345,91.108.4.22,10.0.1.12,443,api-gateway,/api/v1/orders,200,1934
log-0139,2026-05-18T09:08:37.801,tr-12085,185.220.101.5,10.0.1.12,443,api-gateway,/api/v1/orders,200,5251
log-0073,2026-05-18T09:09:50.066,tr-54198,172.67.88.12,10.0.1.11,443,api-gateway,/api/v1/search,401,5491
log-0119,2026-05-18T09:10:13.820,tr-15084,45.33.32.156,10.0.1.12,443,api-gateway,/api/v1/orders,200,4336
log-0309,2026-05-18T09:10:22.664,tr-78267,10.0.3.12,10.0.4.12,5432,customer-db,UPDATE profile,200,18349
log-0048,2026-05-18T09:10:40.521,tr-36709,185.220.101.5,10.0.1.12,443,api-gateway,/api/v1/profile,200,1842
log-0045,2026-05-18T09:11:32.825,tr-18852,203.0.113.45,10.0.1.11,443,api-gateway,/api/v1/login,401,3928
log-0190,2026-05-18T09:12:06.240,tr-18822,10.0.2.12,10.0.4.11,5432,customer-db,UPDATE profile,503,3628
log-0328,2026-05-18T09:12:06.714,tr-16207,10.0.0.1,10.0.1.12,443,api-gateway,/health,200,212
log-0205,2026-05-18T09:12:15.203,tr-39556,10.0.1.12,10.0.3.11,8080,payment-svc,/pay/charge,200,2957
log-0113,2026-05-18T09:12:30.345,tr-50865,162.158.0.1,10.0.1.11,443,api-gateway,/api/v1/profile,200,4550
log-0026,2026-05-18T09:12:36.295,tr-48272,104.21.55.33,10.0.1.11,443,api-gateway,/api/v1/search,200,4579
log-0069,2026-05-18T09:12:47.274,tr-42088,185.220.101.5,10.0.1.12,443,api-gateway,/api/v1/pay,200,4154
log-0281,2026-05-18T09:12:48.077,tr-20602,10.0.1.12,10.0.3.12,8080,order-svc,/orders/cancel,500,5553
log-0009,2026-05-18T09:13:10.640,tr-75318,91.108.4.22,10.0.1.11,443,api-gateway,/metrics,200,139
log-0304,2026-05-18T09:13:32.073,tr-90681,10.0.1.12,10.0.5.11,9200,log-aggregator,/health,200,629
log-0042,2026-05-18T09:13:38.940,tr-18049,198.51.100.77,10.0.1.11,443,api-gateway,/metrics,200,179
log-0367,2026-05-18T09:13:52.861,tr-57598,10.0.0.1,10.0.4.12,5432,customer-db,/health,200,279
log-0287,2026-05-18T09:14:32.084,tr-82723,10.0.3.12,10.0.4.12,5432,customer-db,INSERT order,201,23564
log-0001,2026-05-18T09:14:55.915,tr-43397,104.21.55.33,10.0.1.11,443,api-gateway,/api/v1/orders,200,4128
log-0301,2026-05-18T09:15:00.719,tr-56911,10.0.5.11,10.0.4.12,5432,customer-db,SELECT orders,200,20184
log-0079,2026-05-18T09:15:06.902,tr-35800,193.32.127.92,10.0.1.11,443,api-gateway,/api/v1/pay,401,3112
log-0122,2026-05-18T09:15:09.458,tr-30428,91.108.4.22,10.0.1.12,443,api-gateway,/api/v1/profile,200,1822
log-0289,2026-05-18T09:15:11.926,tr-80992,10.0.3.12,10.0.5.11,9200,log-aggregator,/ingest,200,2816
log-0349,2026-05-18T09:15:14.899,tr-72094,10.0.0.1,10.0.3.11,8080,payment-svc,/health,200,181
log-0193,2026-05-18T09:15:23.689,tr-46160,10.0.3.11,10.0.4.12,5432,customer-db,UPDATE profile,200,9437
log-0008,2026-05-18T09:15:45.473,tr-64382,104.21.55.33,10.0.1.12,443,api-gateway,/api/v1/login,200,2962
log-0146,2026-05-18T09:15:52.373,tr-62936,185.220.101.5,10.0.1.12,443,api-gateway,/api/v1/orders,401,2417
log-0208,2026-05-18T09:17:04.338,tr-70290,10.0.1.12,10.0.3.12,8080,order-svc,/orders/create,200,4882
log-0093,2026-05-18T09:17:25.532,tr-42155,185.220.101.5,10.0.1.11,443,api-gateway,/api/v1/search,200,2625
log-0152,2026-05-18T09:17:42.231,tr-62119,45.33.32.156,10.0.1.11,443,api-gateway,/api/v1/search,200,4056
log-0124,2026-05-18T09:18:00.990,tr-36050,198.51.100.77,10.0.1.12,443,api-gateway,/api/v1/pay,201,1709
log-0104,2026-05-18T09:18:02.553,tr-20173,91.108.4.22,10.0.1.12,443,api-gateway,/metrics,200,232
log-0160,2026-05-18T09:18:40.752,tr-73054,203.0.113.45,10.0.1.11,443,api-gateway,/api/v1/search,200,5214
log-0246,2026-05-18T09:18:54.077,tr-72209,10.0.3.12,10.0.5.11,9200,log-aggregator,/bulk,200,3170
log-0016,2026-05-18T09:19:11.129,tr-17409,172.67.88.12,10.0.1.12,443,api-gateway,/api/v1/search,200,2531
log-0305,2026-05-18T09:20:00.094,tr-80859,10.0.2.12,10.0.5.12,6379,cache-service,SET session,200,544
log-0058,2026-05-18T09:20:46.130,tr-68884,203.0.113.45,10.0.1.11,443,api-gateway,/metrics,200,123
log-0022,2026-05-18T09:21:10.259,tr-71708,185.220.101.5,10.0.1.12,443,api-gateway,/api/v1/search,500,1263
log-0164,2026-05-18T09:21:11.594,tr-47133,203.0.113.45,10.0.1.12,443,api-gateway,/api/v1/search,200,3931
log-0218,2026-05-18T09:21:42.670,tr-44313,10.0.3.12,10.0.4.11,5432,customer-db,INSERT order,200,4671
log-0197,2026-05-18T09:21:51.723,tr-48033,10.0.1.12,10.0.3.11,8080,payment-svc,/pay/status,200,1223
log-0238,2026-05-18T09:22:11.932,tr-49525,10.0.3.11,10.0.5.11,9200,log-aggregator,/health,200,1914
log-0084,2026-05-18T09:22:47.870,tr-10451,45.33.32.156,10.0.1.11,443,api-gateway,/health,200,173
log-0144,2026-05-18T09:23:06.776,tr-10998,5.188.210.33,10.0.1.11,443,api-gateway,/api/v1/search,200,4200
log-0302,2026-05-18T09:23:23.220,tr-15601,10.0.3.12,10.0.5.11,9200,log-aggregator,/search,200,1016
log-0202,2026-05-18T09:23:31.274,tr-63248,10.0.1.11,10.0.5.11,9200,log-aggregator,/search,200,1834
log-0034,2026-05-18T09:23:51.413,tr-58209,104.21.55.33,10.0.1.12,443,api-gateway,/api/v1/pay,429,5582
log-0261,2026-05-18T09:23:56.596,tr-44631,10.0.1.11,10.0.5.11,9200,log-aggregator,/health,200,585
log-0332,2026-05-18T09:24:13.053,tr-51446,10.0.0.1,10.0.1.12,443,api-gateway,/health,200,152
log-0112,2026-05-18T09:24:15.320,tr-78846,172.67.88.12,10.0.1.11,443,api-gateway,/api/v1/orders,200,3191
log-0040,2026-05-18T09:25:10.612,tr-73789,104.21.55.33,10.0.1.12,443,api-gateway,/api/v1/pay,200,3672
log-0135,2026-05-18T09:25:43.889,tr-93193,91.108.4.22,10.0.1.11,443,api-gateway,/api/v1/profile,200,3553
log-0054,2026-05-18T09:25:44.450,tr-75389,45.33.32.156,10.0.1.11,443,api-gateway,/api/v1/login,404,4287
log-0050,2026-05-18T09:25:48.319,tr-91133,198.51.100.77,10.0.1.12,443,api-gateway,/api/v1/search,401,4670
log-0021,2026-05-18T09:26:00.036,tr-54670,45.33.32.156,10.0.1.12,443,api-gateway,/api/v1/login,200,4937
log-0224,2026-05-18T09:27:04.647,tr-38197,10.0.1.12,10.0.5.11,9200,log-aggregator,/health,500,562
log-0340,2026-05-18T09:27:28.031,tr-37240,10.0.0.1,10.0.2.12,8080,auth-service,/health,200,275
log-0081,2026-05-18T09:27:44.326,tr-31844,193.32.127.92,10.0.1.12,443,api-gateway,/health,429,193
log-0272,2026-05-18T09:30:19.794,tr-88433,10.0.2.11,10.0.5.12,6379,cache-service,DEL session,200,539
log-0176,2026-05-18T09:30:25.774,tr-26974,91.108.4.22,10.0.1.11,443,api-gateway,/metrics,200,139
log-0062,2026-05-18T09:30:46.634,tr-77002,198.51.100.77,10.0.1.11,443,api-gateway,/health,401,271
log-0240,2026-05-18T09:30:51.101,tr-36073,10.0.1.12,10.0.2.12,8080,auth-service,/auth/logout,200,3345
log-0165,2026-05-18T09:30:53.063,tr-99068,162.158.0.1,10.0.1.11,443,api-gateway,/api/v1/profile,404,3938
log-0373,2026-05-18T09:30:55.328,tr-25687,10.0.0.1,10.0.5.11,9200,log-aggregator,/health,200,176
log-0346,2026-05-18T09:32:04.551,tr-50029,10.0.0.1,10.0.3.11,8080,payment-svc,/health,200,204
log-0397,2026-05-18T09:32:11.769,tr-39511,172.67.88.12,10.0.1.12,443,api-gateway,/api/v1/login,200,1206
log-0398,2026-05-18T09:32:13.690,tr-39511,172.67.88.12,10.0.1.12,443,api-gateway,/api/v1/login,500,5636
log-0399,2026-05-18T09:32:15.992,tr-39511,172.67.88.12,10.0.1.12,443,api-gateway,/api/v1/login,200,2858
log-0400,2026-05-18T09:32:17.117,tr-39511,172.67.88.12,10.0.1.12,443,api-gateway,/api/v1/login,500,1573
log-0401,2026-05-18T09:32:19.131,tr-39511,172.67.88.12,10.0.1.12,443,api-gateway,/api/v1/login,500,1704
log-0402,2026-05-18T09:32:21.349,tr-39511,172.67.88.12,10.0.1.12,443,api-gateway,/api/v1/login,200,4599
log-0159,2026-05-18T09:32:25.798,tr-46495,5.188.210.33,10.0.1.11,443,api-gateway,/api/v1/search,429,3245
log-0376,2026-05-18T09:32:35.508,tr-82390,10.0.0.1,10.0.5.12,6379,cache-service,/health,200,191
log-0319,2026-05-18T09:32:57.558,tr-11485,10.0.3.12,10.0.5.11,9200,log-aggregator,/health,200,482
log-0002,2026-05-18T09:33:20.827,tr-35683,104.21.55.33,10.0.1.11,443,api-gateway,/api/v1/profile,200,3731
log-0237,2026-05-18T09:34:13.038,tr-33509,10.0.5.11,10.0.4.11,5432,customer-db,SELECT orders,200,24850
log-0030,2026-05-18T09:34:29.405,tr-86538,162.158.0.1,10.0.1.12,443,api-gateway,/api/v1/orders,201,4201
log-0114,2026-05-18T09:34:44.113,tr-14743,162.158.0.1,10.0.1.12,443,api-gateway,/api/v1/pay,401,1115
log-0306,2026-05-18T09:34:53.173,tr-53823,10.0.1.12,10.0.3.11,8080,payment-svc,/pay/status,200,3424
log-0207,2026-05-18T09:34:54.150,tr-33043,10.0.1.11,10.0.3.11,8080,payment-svc,/pay/history,200,3907
log-0210,2026-05-18T09:35:28.681,tr-34461,10.0.2.12,10.0.5.12,6379,cache-service,SET session,200,141
log-0192,2026-05-18T09:35:41.677,tr-70868,10.0.2.11,10.0.5.12,6379,cache-service,SET session,200,236
log-0351,2026-05-18T09:35:44.264,tr-39665,10.0.0.1,10.0.3.12,8080,order-svc,/health,200,210
log-0242,2026-05-18T09:35:53.374,tr-94233,10.0.3.11,10.0.4.11,5432,customer-db,INSERT order,200,11407
log-0406,2026-05-18T09:35:59.692,tr-83696,5.188.210.33,10.0.3.12,443,order-svc,/orders/create,500,5511
log-0220,2026-05-18T09:36:22.108,tr-85084,10.0.2.11,10.0.4.11,5432,customer-db,INSERT order,201,15907
log-0070,2026-05-18T09:37:14.000,tr-87539,104.21.55.33,10.0.1.12,443,api-gateway,/api/v1/login,201,1358
log-0260,2026-05-18T09:38:06.768,tr-25445,10.0.5.11,10.0.4.11,5432,customer-db,SELECT orders,200,13160
log-0130,2026-05-18T09:38:23.071,tr-16731,198.51.100.77,10.0.1.12,443,api-gateway,/health,200,174
log-0307,2026-05-18T09:38:23.473,tr-99523,10.0.2.11,10.0.5.12,6379,cache-service,GET profile,200,588
log-0020,2026-05-18T09:38:56.241,tr-51160,91.108.4.22,10.0.1.12,443,api-gateway,/api/v1/login,200,2612
log-0345,2026-05-18T09:39:09.615,tr-29903,10.0.0.1,10.0.3.11,8080,payment-svc,/health,200,227
log-0369,2026-05-18T09:39:22.252,tr-94766,10.0.0.1,10.0.5.11,9200,log-aggregator,/health,200,264
log-0247,2026-05-18T09:39:24.156,tr-79143,10.0.1.11,10.0.3.12,8080,order-svc,/orders/list,200,1220
log-0059,2026-05-18T09:39:34.604,tr-88942,45.33.32.156,10.0.1.12,443,api-gateway,/health,201,186
log-0216,2026-05-18T09:39:38.808,tr-41296,10.0.1.12,10.0.5.11,9200,log-aggregator,/bulk,200,357
log-0116,2026-05-18T09:40:24.935,tr-14309,162.158.0.1,10.0.1.11,443,api-gateway,/api/v1/orders,200,4348
log-0294,2026-05-18T09:40:48.149,tr-18164,10.0.1.11,10.0.3.11,8080,payment-svc,/pay/refund,200,1080
log-0145,2026-05-18T09:41:12.707,tr-83216,45.33.32.156,10.0.1.11,443,api-gateway,/health,200,241
log-0291,2026-05-18T09:41:21.780,tr-57589,10.0.1.12,10.0.3.11,8080,payment-svc,/pay/charge,503,1887
log-0011,2026-05-18T09:41:38.963,tr-22635,203.0.113.45,10.0.1.12,443,api-gateway,/health,401,200
log-0357,2026-05-18T09:41:45.317,tr-91685,10.0.0.1,10.0.4.11,5432,customer-db,/health,200,293
log-0078,2026-05-18T09:41:50.067,tr-68079,193.32.127.92,10.0.1.11,443,api-gateway,/metrics,200,246
log-0005,2026-05-18T09:41:59.967,tr-51492,45.33.32.156,10.0.1.12,443,api-gateway,/api/v1/orders,200,4672
log-0106,2026-05-18T09:42:08.933,tr-65116,104.21.55.33,10.0.1.12,443,api-gateway,/api/v1/pay,401,4735
log-0195,2026-05-18T09:42:32.432,tr-92680,10.0.1.12,10.0.3.12,8080,order-svc,/orders/update,200,5125
log-0283,2026-05-18T09:42:38.485,tr-62760,10.0.3.11,10.0.5.11,9200,log-aggregator,/health,200,3597
log-0339,2026-05-18T09:43:10.053,tr-50230,10.0.0.1,10.0.2.12,8080,auth-service,/health,200,284
log-0077,2026-05-18T09:43:24.877,tr-21330,198.51.100.77,10.0.1.11,443,api-gateway,/api/v1/login,200,2781
log-0312,2026-05-18T09:43:53.661,tr-22291,10.0.3.12,10.0.4.11,5432,customer-db,SELECT orders,200,23838
log-0098,2026-05-18T09:44:11.507,tr-20960,162.158.0.1,10.0.1.12,443,api-gateway,/api/v1/profile,201,1325
log-0274,2026-05-18T09:44:36.249,tr-16856,10.0.1.12,10.0.3.12,8080,order-svc,/orders/list,200,1672
log-0061,2026-05-18T09:45:05.380,tr-22264,193.32.127.92,10.0.1.11,443,api-gateway,/api/v1/orders,200,4404
log-0255,2026-05-18T09:45:06.425,tr-37211,10.0.3.12,10.0.4.11,5432,customer-db,SELECT orders,200,9106
log-0149,2026-05-18T09:45:48.595,tr-22168,91.108.4.22,10.0.1.12,443,api-gateway,/api/v1/profile,200,3198
log-0053,2026-05-18T09:45:58.169,tr-89108,45.33.32.156,10.0.1.12,443,api-gateway,/api/v1/pay,200,2623
log-0295,2026-05-18T09:46:50.628,tr-66223,10.0.3.11,10.0.4.12,5432,customer-db,SELECT orders,200,6388
log-0310,2026-05-18T09:46:54.321,tr-75393,10.0.3.11,10.0.5.11,9200,log-aggregator,/search,200,3138
log-0321,2026-05-18T09:46:58.824,tr-36551,10.0.0.1,10.0.1.11,443,api-gateway,/health,200,87
log-0364,2026-05-18T09:47:20.570,tr-33328,10.0.0.1,10.0.4.12,5432,customer-db,/health,200,264
log-0120,2026-05-18T09:47:21.141,tr-36321,91.108.4.22,10.0.1.12,443,api-gateway,/api/v1/profile,200,4229
log-0039,2026-05-18T09:47:33.010,tr-99689,5.188.210.33,10.0.1.11,443,api-gateway,/api/v1/profile,200,4206
log-0212,2026-05-18T09:47:48.552,tr-35498,10.0.1.11,10.0.3.12,8080,order-svc,/orders/update,200,4551
log-0331,2026-05-18T09:48:18.080,tr-47217,10.0.0.1,10.0.1.12,443,api-gateway,/health,200,148
log-0158,2026-05-18T09:48:20.575,tr-70267,198.51.100.77,10.0.1.12,443,api-gateway,/health,200,85
log-0142,2026-05-18T09:48:25.358,tr-10059,162.158.0.1,10.0.1.12,443,api-gateway,/api/v1/pay,200,2924
log-0317,2026-05-18T09:48:30.781,tr-51309,10.0.3.12,10.0.5.11,9200,log-aggregator,/search,200,3893
log-0279,2026-05-18T09:48:31.012,tr-94892,10.0.3.11,10.0.5.11,9200,log-aggregator,/ingest,200,3393
log-0019,2026-05-18T09:49:41.072,tr-44050,203.0.113.45,10.0.1.11,443,api-gateway,/api/v1/profile,404,4369
log-0259,2026-05-18T09:49:49.192,tr-41844,10.0.3.12,10.0.4.11,5432,customer-db,SELECT orders,200,11702
log-0150,2026-05-18T09:50:07.242,tr-61226,172.67.88.12,10.0.1.11,443,api-gateway,/metrics,200,163
log-0206,2026-05-18T09:50:22.165,tr-38916,10.0.1.12,10.0.5.11,9200,log-aggregator,/ingest,200,672
log-0186,2026-05-18T09:50:29.964,tr-66556,10.0.3.12,10.0.5.11,9200,log-aggregator,/search,200,2779
log-0372,2026-05-18T09:50:44.126,tr-61163,10.0.0.1,10.0.5.11,9200,log-aggregator,/health,200,227
log-0052,2026-05-18T09:50:44.478,tr-32711,104.21.55.33,10.0.1.11,443,api-gateway,/api/v1/pay,200,913
log-0049,2026-05-18T09:50:53.089,tr-32223,185.220.101.5,10.0.1.11,443,api-gateway,/api/v1/orders,200,538
log-0171,2026-05-18T09:51:26.094,tr-39605,45.33.32.156,10.0.1.12,443,api-gateway,/api/v1/pay,200,4977
log-0403,2026-05-18T09:51:40.591,tr-19588,5.188.210.33,10.0.1.11,443,api-gateway,/api/v1/login,401,4830
log-0365,2026-05-18T09:52:06.650,tr-34597,10.0.0.1,10.0.4.12,5432,customer-db,/health,200,196
log-0012,2026-05-18T09:52:32.523,tr-53224,45.33.32.156,10.0.1.11,443,api-gateway,/api/v1/profile,404,669
log-0200,2026-05-18T09:52:37.314,tr-69593,10.0.1.11,10.0.3.12,8080,order-svc,/orders/cancel,201,3446
log-0125,2026-05-18T09:52:58.201,tr-16668,91.108.4.22,10.0.1.11,443,api-gateway,/metrics,200,292
log-0407,2026-05-18T09:53:20.117,tr-49798,185.220.101.5,10.0.1.11,443,api-gateway,/admin,404,230
log-0314,2026-05-18T09:53:20.146,tr-92064,10.0.1.12,10.0.2.11,8080,auth-service,/auth/verify,500,4748
log-0103,2026-05-18T09:53:25.259,tr-23778,5.188.210.33,10.0.1.12,443,api-gateway,/api/v1/profile,201,4443
log-0408,2026-05-18T09:53:28.382,tr-22167,185.220.101.5,10.0.1.11,443,api-gateway,/.env,404,291
log-0409,2026-05-18T09:53:36.516,tr-43571,185.220.101.5,10.0.1.11,443,api-gateway,/api/v1/admin/config,403,249
log-0095,2026-05-18T09:53:38.998,tr-34348,172.67.88.12,10.0.1.12,443,api-gateway,/api/v1/search,200,2265
log-0410,2026-05-18T09:53:44.799,tr-54588,185.220.101.5,10.0.1.11,443,api-gateway,/actuator/env,403,169
log-0411,2026-05-18T09:53:52.071,tr-35483,185.220.101.5,10.0.1.11,443,api-gateway,/actuator/heapdump,403,302
log-0344,2026-05-18T09:53:56.332,tr-45159,10.0.0.1,10.0.2.12,8080,auth-service,/health,200,157
log-0412,2026-05-18T09:54:00.391,tr-38685,185.220.101.5,10.0.1.11,443,api-gateway,/server-status,404,322
log-0330,2026-05-18T09:54:37.039,tr-49143,10.0.0.1,10.0.1.12,443,api-gateway,/health,200,221
log-0413,2026-05-18T09:54:50.644,tr-80655,185.220.101.5,10.0.1.11,443,api-gateway,/api/v1/admin/upload,500,9354
log-0025,2026-05-18T09:54:59.278,tr-13034,172.67.88.12,10.0.1.11,443,api-gateway,/api/v1/login,404,1365
log-0107,2026-05-18T09:55:20.505,tr-22632,185.220.101.5,10.0.1.12,443,api-gateway,/api/v1/profile,201,4874
log-0129,2026-05-18T09:56:05.825,tr-12318,198.51.100.77,10.0.1.12,443,api-gateway,/api/v1/login,200,1626
log-0221,2026-05-18T09:56:14.942,tr-88220,10.0.1.11,10.0.2.11,8080,auth-service,/auth/verify,200,1345
log-0371,2026-05-18T09:56:29.672,tr-42948,10.0.0.1,10.0.5.11,9200,log-aggregator,/health,200,192
log-0082,2026-05-18T09:56:37.275,tr-50547,5.188.210.33,10.0.1.11,443,api-gateway,/api/v1/profile,200,2763
log-0067,2026-05-18T09:57:08.773,tr-20710,104.21.55.33,10.0.1.11,443,api-gateway,/api/v1/login,200,5412
log-0118,2026-05-18T09:57:22.650,tr-58938,172.67.88.12,10.0.1.11,443,api-gateway,/api/v1/login,401,2105
log-0248,2026-05-18T09:57:23.062,tr-15032,10.0.3.12,10.0.5.11,9200,log-aggregator,/bulk,200,2847
log-0115,2026-05-18T09:57:43.757,tr-36139,193.32.127.92,10.0.1.12,443,api-gateway,/api/v1/search,200,5407
log-0100,2026-05-18T09:58:19.345,tr-41233,198.51.100.77,10.0.1.11,443,api-gateway,/api/v1/login,200,2598
log-0226,2026-05-18T09:58:28.735,tr-59270,10.0.5.11,10.0.4.11,5432,customer-db,INSERT order,200,10105
log-0105,2026-05-18T09:58:37.011,tr-62402,162.158.0.1,10.0.1.12,443,api-gateway,/api/v1/pay,200,3769
log-0414,2026-05-18T09:58:50.606,tr-82411,185.220.101.5,10.0.1.12,443,api-gateway,/api/v1/admin/upload,500,5351
log-0128,2026-05-18T09:59:03.173,tr-87772,172.67.88.12,10.0.1.12,443,api-gateway,/api/v1/login,201,3531
log-0415,2026-05-18T10:00:50.952,tr-80655,10.0.1.11,10.0.2.11,8080,auth-service,/auth/internal/dump,200,4649
log-0416,2026-05-18T10:02:50.572,tr-80655,10.0.2.11,10.0.4.11,5432,customer-db,SELECT * FROM users WHERE active=1,200,134799
log-0417,2026-05-18T10:04:50.715,tr-46234,10.0.1.12,10.0.4.12,5432,customer-db,"SELECT card_number, cvv FROM payment_methods",200,55793
log-0418,2026-05-18T10:07:50.989,tr-22152,10.0.3.11,10.0.5.12,6379,cache-service,SET session_token_override admin_priv,200,745
